document	label
왜 만들었지?대체 만든 이유가 뭘까?	0
네이버 평점은 70% 믿을만 하다	0
무슨 만화인지.. -.-	0
노래 감상하다 끝나는듯..내용이 없다	0
정준호는 멀쩡하게 생겼는데 작품을 잘 못고름	0
난 별로던데 -_ -	0
좌좀 OUT!~~~~~~~~~	0
이것도 영화냐.... 1980년대나 통할 스토리를 2013년도에 써먹으려고 하니 그게 통하냐.	0
정말 비디오마저 돈주고 보고 아깝다..최악...	0
정말 무지하게 재미없다.	0
백수에게 시간의소중함을 일깨워준영화	0
결국 이렇게 될것을... 사람들말을 들을걸..보지 말걸...	0
진부한 막장전개. 전형적인 한국식 배우팔이 영화. 평점높아서 기대하고봤는데 무슨 뻔한영화들 패러디물인줄	0
"엔딩크래딧이 올라가고,4개월동안 지켜온 금연에 심각한 위기가 온다.끝까지 본 내자신에게 참을수없는 화가 밀려와 눈물이 날 지경이다.내일부턴 몬스터 에너지드링크도 마시지않겠다"	0
소유진 넘짱나~~ 드라마넘넘질질끈다~ 소유진좀그만 좀~~나오게~~부탁!! 인제딸인거밝히고 소유진좀나오지마!!!	0
이런영화를 만드는 이유가 뭘까	0
뷃 뷃	0
시간 진짜 아깝다...	0
영화가 왜 이렇게 거들먹대. 너무 직접적이다.	0
스토리가 너무 부실하고 너무 억지스러움. 그렇다고 CG가 볼만한것도 아니고... 망한 영화는 망한 이유가 다 있는법이다.	0
비어디드 드래곤저러다 탈출해서 토착화되면 어쩌죠?뉴트리아 배스 블루길 황소개구리 등등	0
알바대단하네요;; 1000명분량을.. 10점;; 말투똑같은 1000명.. 이런게 알바구나....	0
0점 처음본다. 김수로씨가 영화안목을키우셨으면ㅠㅠ. 드라마는 성공하시드만	0
"개봉당시 봤으면 재밌었는지 모르겠지만, 열라지루하고 재미없네"	0
이해하기 어렵다...연기도 미국넘도 이상하고...	0
하나에 집중하지 않고 분산된 느낌이라 집중이 잘 안됨	0
전부똥이다 똥 히히히힛 오줌발싸	0
진부함 억지전개 억지감동 세박자를 골고루 가진 영화	0
나 혼자힘으로 평점을 존나게 깎을 수 있다니!!	0
스케일 크고 그래픽쩔면 뭐하냐 내용이 부실하고 이상한데	0
새집 경치는 좋은데 장마지면 큰일 나겄다	0
이건 아니잖아 그토록 딸을 찾기위해 모든것을 버린...미아찾기운동까지해가며 열성인 엄마는 딸도 못보고 죽게 만들고...엄마 죽고나서 급 몰입도떨어지고...범인은 여기저기 나 여기있소 단서남겨도 못잡고...현실성이 너무 떨어지고...	0
눈앞에서 동생이 죽었고만 연애질에 결혼이나하는 형이나 그와중에 처제나 건드리는 애비나...에효 완죤 막장집구석일세...	0
졸작아님??범인피어슨인데뚱땡이라고잘몬된한국검사를영웅으로만들어버렸어 미군에서유일하게 미국인범죄자를 직접잡아서 넘겨줫는데검사새기가 범인아니라고뚱땡이가범인이라고개소리해서 미국에보내준거아녀 ㅋㅋ	0
난해하다.	0
"파티쉐란 직업을 바닥까지 끌어내리려는 영화다.실력은 뭣도 없는 점박이년이 찡찡거려서 취업하고,가게 재료로 연습하고 숙식까지 해결하고 거기다 급여까지 쳐받는다 ㅋㅋ 나중에는 동네 노파한테 인정받은 것에 같잖은 의미를 부여한다 ㅋ"	0
마무리가 ㅡㅡ;좋은 배우를 왜이리 만들어놨는지유지태 ㅜㅜ	0
요가학원보다는 낫다. 근데 역시 병맛나	0
평점이 왜케 높죠? 여주가 이쁘긴 한데 여주빼고는 내용 별론데 너무 엉성해.. 여주가 이뻐서 그나마 별 1개 찍는다	0
너무재밋다^_^	0
더럽게 재미없네...	0
하.......	0
악령과 해골 이미지의 여자를 에로물 주연으로 쓰는 게 남편 아니면 가능할까?	0
이건 킬링타임도 아니다.....	0
이런 걸 만드는 건 바보들인가?	0
노답. 그냥 노답.하..	0
요즘 일본 공포영화가 아무리 재미가 없다고 하지만 이거 보단 10배 낫다.	0
걍 너무 뻔한 소재 지루한 스토리...	0
cg수준: 전투기가 나타났다 사라지는 기적/ 음향수준:삐뽀삐뽀 콰쾅콰쾅 빵빵빠앙 x 100/ 카메라 수준: 치직치칙깜빡깜빡x1000/자매수준:카메라꺼!켜!꺼!켜!	0
"남자배우라면 이런영화 하나쯤은 찍기마련, 그래도 작품은 잘 골랐어야지.. 딱 임창정 수준의 작품!"	0
"당최 감독의 사상이 의심스러울뿐,,외국 영화제에서 수상좀 해보겠다고 만든거 같은데, 보는내내 역겨웠음,,또 혹자는 이런 쓰레기 영화를 이해못한다며, 매도하겠지만,,진짜 이거는 아니다,,"	0
제발.. 김승우는 영화찍지 마라...	0
왜 헤라클레스의 인물묘사를 저따위로 했을까?	0
참 오랜만에 영화보면서 욕을 했다 너무 기뻣다	0
쓰레기 삼류 뽕작보다 못함	0
보는 내내 실망	0
시간낭비	0
할리우드 판 <디 워>	0
타겟잘못 잡아서 복수하는 내용 히키코모리하고 전혀 무관한 영화	0
고어물은 좋아하는데 이건 무지 역겨워	0
좀비 + 멜로 열심히 연기하는 연기자들이 아쉬워 ~~ 쩝	0
전형적인 일본식 엽기 괴짜 코메디. 그 특이함에 끌리는건 왜지	0
우헤헤 히히히 하하하 호호호 후후후	0
이게 몬영화야 !!!! 너무 하네	0
"정말 별로다..기대하게 만들어놓고, 영화는 잼엄슴"	0
드디어 1점짜리 영화를 봤네요..	0
"의욕만 앞섰던 어설픈 현상금 여사냥꾼,뻔하고 재미도 없었던 내용..."	0
너무이상	0
"토나온다 배역,스토리,연출등 모든면이 완벽하게 거지같다"	0
더럽게 재미없어 쓰레기 드라마	0
반전만 좋으면 영화가 구제되는가? 난 아니라고 본다..	0
기본 별 하나는 드릴게요..그래비티영화제작사에서만든영화라 약간의 호기심으로 보게되었습니다우주를소재로한sf영화 좀비물과어울리지도않고영화선택의시간으로 돌리고싶네요...비강추...	0
대체 몰 야그하고 싶은건지~ 여자도 재수없고 바람피는것같은 설정도 재수 없고 은혜를 원수로 값는 동생 놈도 재수없고~ 내용도 재수없공~~~~	0
진짜 노답 영화~@.@연기력개판/느끼대마왕	0
내가 이런영화를 돈주고보다니....최악의 cg 스토리최악 구성도최악삼류미국 sf드라마보는느낌...2012년에 용가리수준의 cg를 맛볼줄이야......	0
동해물과 백두산이 ..	0
아까운 내시간. 정말 재미없다.	0
가나다라마바사아자10	0
감독이 똥을싸놧다	0
"메세지는 알겠는데, 얘기가 삼천포로 빠지다가 되돌아오는 느낌이다"	0
세월이지나도 이영화보고난돈이제일아까비	0
진부하고 지루한 90년대식 로맨스	0
평점조정 참가해야겠네..	0
아..너무 재미없다 정말 시간이 아깝다	0
다들기대하던s씬도없고 내용도별로고뭐이딴영화가다있지최고의낚시영화임진짜	0
일본애들은 애니를 많이 봐서인지 연기도 애니스럽게한다. 손이 오그라들어서 타자치기도 힘드네	0
한국 영화의 마지막 발악을 보았도다 한국영화는 쉬리 전과 후로 나뉜다	0
손발이 오글오글..	0
이거 보라고 만든거 아니죠....	0
역시나 입니다..시간낭비	0
불법체류 외국인 범죄자 미화 하는 쓰레기영화	0
사람들 점수 참 후했네	0
작가랑 승려의 비양심 때문에 다 죽을뻔 그리고 물속에서 살아남았다고 왜 이딴놈한테 다들 박수를 치지? 영웅이 아니잖아 민폐인데 글구 아프리카가 마지막 장식하고 흑인좋으라고 한 영화장면들많음 동양인은 다 OO ㅋㅋ 전체적으로 발암유발영화	0
민도마누라는 왜 병을 계속 숨기면서 남편한테 짜증을 내는거죠?그냥 말하면 안되나?좀 짜증날려고하네	0
진짜이건뭐....이렇게 인내심의한계를 시험하는 영화는 처음이다. 진짜 재미없다.	0
진리 콩까네 우승해라!	0
"시사봤음. 왜 만든거야? 일본영화 비밀 똑같이배껴서,,,근데 진짜 잼없네.."	0
답답~하게 전개되는/70년대 영환줄 알았다/그렇게 우울하게 허무하게 끝나냐?	0
배우들이 아깝다	0
시시한 귀신 이야기	0
아 미치겠네.. 최근 본 중국영화중에 최악의 시나리오다.. CG는 발로했네	0
추격씬의 기세가 한풀 꺾인 중반 이후부턴 지지부진 흐지부지	0
액션이 정말 좋았네요????그래서 저의 점수는 바로바로 문익점드립니다.	0
My eyes!!!!	0
1점도 아깝다 개노잼 베지터 저따구로 망가뜨리고 스토리도 그렇고 흐유 초사이어인 이름은 또 저게 뭐여 개억지	0
이건 뭐 피자배달원만 불쌍한영화임 ㅋㅋ	0
임권택영화는 졸라 재미없어	0
하 1점도아깝다 ㅋ 시작에 cg보고 대충짜집어놓은 모야이거..? 느낌이 계속 유지!! 극장상영? 망할라고 환장했군ㅋㅋ 검색해보고 볼걸ㅠㅠ	0
잠재적 살인자가 다시 재기하는건가 보는내내 짜증이 밀려올라왔다	0
쓰레기일것같은느낌이 팍팍나는데?	0
"애니메이션을 개인적인 취향으로 좋아하는 편인데 이번 애니메이션은 보는 내내 잠이 와서 죽을 뻔 하였네요. 끝난 순간. 내용이 기억에는 남는데... 뭐랄까? 지루하였던?? 즉, 한마디로 정리하자면 재미없었던 애니매이션.. 코믹도 약하고.. 뻔한 스토리."	0
소재는 신선했으나 짜임새가 엉망이었던 영화. 앞으로 전개될 내용을 다 예상할 정도로 뻔히 보이는 스토리였다. 스릴러라고 하기엔 결말도 복선도 엉성... X 싸고 밑 안 닦은 것같은 꺼림칙한 느낌.	0
강인씨의 발연기 잘보았습니다^^ 앞으로 영화출연은 연기력을 더늘리고난뒤 출연부탁드려요 돈아까워서....	0
멋진 곳에서 지들끼리 놀다가 오는 걸 이해도 안되는데 보고 있는 시간이 안타까웠다.	0
무서워서 보지 못 하겠다	0
전기가 안들어오는데 전화는 어떻게 된건가?	0
보고싶지만 성우가 너무깨서 못보겠음	0
이제 이런 영화 좀 그만 만들자.	0
난 예련누나의 외모를 굉장히 좋아한다. 정말 외적인 매력에 반만 작품선택능력이나 연기력이 있었으면 좋겠다. 자꾸 왜 좋은 작품 못 만나서 외적인 매력까지 반감시키는지.. 암튼 예련이누나 덕분에 2점	0
평점남긴사람들은 죄다 애완견 키우는 사람인듯?개들의 연기는 뛰어나지만 여주의 답답함때문인지는 몰라도개는 빨리 안락사나 시켜버리고 아빠랑 빨리 잘지냈으면 하는 생각만 영화보는 내내 들었음.딱히 유기견들한테 연민의 정조차도 느껴지지 않았음	0
최악의 영화네요./.	0
걍	0
아들사위 먹었네..냠냠...딸-> 괜찮아..난 쿨하니깐..ㅋㅋㅋㅋㅋㅋㅋ	0
그래 맞다 전원일기가 더 낫더이다	0
"보는 놈이나,,,찍는 놈이나 ㅉㅉㅉ"	0
장르가.. 코미디인가여?	0
....무슨 영화...	0
반전이 있음 뭐하나.. 끝까지 보기가 너무도 힘든데... 인내력 테스트도 아니고	0
알바심하네.... 암살이나하지 바둑을 왜두는건지... 아몰랑 정우성 액션만있으면돼!!!! 하는거 같다	0
유치한데다 주인공은 나사풀린 여자;;	0
시나리오 쓰레기고 그렇다고 무섭지도 않음 공포영화가 다른건 몰라도 무섭긴 해야할거아냐~!?	0
이 영화 누가 만들었을까	0
초반 개연성 부족 중반 산만함 후반부만 괜찮음 킬링타임용으로 좋은 오락 영화	0
9.04?? 같이 죽자는거네	0
완전 슈퍼 쓰레기 어이없다...	0
"양심적으로 이게 영화입니까,ㅣ;,;,;,"	0
죽어라! 겨우 그거냐!	0
막장내용이 많았다. 아나운서가 말하는 듯한 국어책연기도 있었고	0
아래 평점에 속았다...	0
서민 출신 지도자가 서민을 위할 것이라는 건 환상일 뿐. 메릴스트립의 식상한 연기는 여전하고	0
돈이아까웠다.	0
그냥 그러네요..	0
유쾌한 섹시코메디기는 하지만....	0
"소재, 내용, 캐릭터 전부 뻔하지만 나쁘진않았는데 표현을 너무 못했다. 허술하다."	0
반담이형.. 과거의 돌려차기는 향수에 빠진 팬들의 몫? 실베스타스텔론이 부러웠나?	0
"진짜 지루하다.. 볼려는 사람은 말리고 싶다..ㅡ.,ㅡ;;"	0
평점 조절 좀 할게요. 솔직히 8점 정도가 적당하다고 봅니다. 스토리 연계성은 좋았지만 정말 근본도 없는 반전 때문에 아쉬운 영화	0
너무 뻔한 내용	0
영화 딱봐도 재미없어보이네여 차라리블레이드 for kakao게임하는게 더재밌습니다.마이아푸다를 추천하시면프리미엄 뽑기권을 받고게임을 시작할수 있습니다.^^	0
tv 전기세가 아까울뿐!	0
"성의 깨달음을 미학적으로 그린건지,구속으로부터의해방인지..."	0
이딴 쓰레기영화 평점이 왜일게높음?어릴때 본 쓰레기중 제일!	0
평점에 낚이지 말고 그냥 좋은 옛날영화려니 하고 그냥 지나가라.	0
루이즈 보르고앙은 숨막히게 아름다웠지만 영화는 그녀를 빛좋은 개살구로 만들었다.	0
별 한개도 아끼운영화ㅋ	0
진심 이거 왜보냐ㅋㅋ 개노잼ㅋㅋ 이런걸 구상한 작가도 참 머리안돌아간다 ㅋㅋ 핵노잼 프로그램 만들고 snl유병재 작가한테 가서 좀 배워라ㅋㅋ 너보다 한참 후배겠지만ㅋㅋㅋ	0
아진짜 속이거북하네요원수집안끼리 뭐하는건가요그 목소리듣기싫은여자랑 고은정동생이랑ㅡㅡ작가님 스토리공부좀 더해야할것같아요아침마다 아버님이보셔서 보는데 진짜 너무하다못해 그장면볼때마다 역겹네요ㅡㅡ	0
막장드라마ㅡ틀어놓기만하면딴짓하게만드네ㅡ계속막장으로나가라	0
썩은영화!	0
평점 조작 방지	0
식상한데.... CG때문에 1점 더준다.	0
핵노잼 보면서 언제 끝나나 함 완전 지루	0
제발 보지마~ 낚이지마~ 이건 공포가 아냐! 공포를 기대하지마	0
ㅠㅠ 책으로 봤는데 진짜 재미없음..	0
유치뽕짝 엉성함 엑스맨 짝퉁 무협의 수치	0
소재에 적당히 묻어가려는 얄팍함	0
별로	0
감독의 어설픈 연출때문에 영화도 드라마도 아닌 애매한게 되버렸다.	0
쓰레기 영화	0
어째 TV판이 더 완성도가 있냐.	0
스스로 난간매달리고 연출좀 제대로 했으면 펙트가 전혀 없음	0
그는 그렇게 가스레인지가 되었다.	0
이런씨‥‥휴‥아오‥	0
시 .이게 영화냐 발로 만들어도 이것보다 낫겠다.	0
제작비가 아까움. 얼마 들지도 않았겠지만...	0
돈내고 안보니 다행이었다 좀만 더깎을까?	0
참고 참고 봤는데 결말은 더 막장진짜 순 어거지 결말...KBS 일일드라마 다 재미있었는데 역대 최악의 드라마..	0
"전체적으로, 좀 더 깊이 들어갔더라면.. 하는 아쉬움이 남는다."	0
솔직히 말해서 맛집소개인지 달인소개인지 잘 모르겠다옛날엔 좀 재밌게 봤는데	0
성공적이지 않아도 속편이 나오다.	0
"갠적으로 룰라 김지현의 ""썸머타임""이후로 최악의 영화..."	0
핵심에 다가가지 못하고 겉돌기만 할 뿐	0
감독의 의도는 알겠는데 어설프다.. 카모메 식당을 기대하셨다면 비추;	0
물체가 움직이거나 어떤 일이 진행되는 빠르기	0
대역쓸꺼면 그냥 코믹으로 가든지 굳이 대역쓸 장면도 아닌데 모두 대역이네....신세경도 서비스로 벗었는데 내가 진짜 영화 몰입이 안되서 글까지 쓴다...	0
킬링타임용도 안되넴	0
재미없다	0
이거 종말 무언가가 부족한 느낌?	0
보는내내역겹다가도.................엄마만나는장면에선짠하더군..그거빼곤...;	0
왜죠? 꼭 그래야만 했나요?	0
진짜 재밌는 코미디라고 해서 봤는데 별로 재밌지는 않았습니다.	0
볼프강 페터젠(네버엔딩스토리 감독)의 지금으로부터 24년전에 제작된 '가면의 정사'랑 내용이 같다..	0
자기들끼리 긴박한 영화.. 시간은 소중하다	0
"키득거리며 웃음, 색다름, 조연배우들의 연기가 좋았음, 음악 선택이 깔끔함, 그러나 후반부터 갈길을 잃은 느낌. 잘 다듬으면 하정우씨는 멋진 감독이 될 거다. 이 영화 지루하진 않다."	0
아니 OOO.. 눈깔에 구슬을 박고 보지 않고서야 이게 재밌다고?? 진짜??	0
비디오로 빌려봤는데 진짜 비디오값이 그렇게 아까운 건 처음이었음	0
지루하고지루하다;;;정말	0
헐..할말이음따..	0
아 두 여배우가 이런 쓰레기영화의 출연하다니 충격이다	0
지루합니다. 느릿한 템포로 영화 2개는 본 듯한... 1/3 잘라내고 알찬 구성으로 편집했으면 좋았을걸... 각본도 연출도 별로.. 배우들만 많이 출연시켜 소비했네요.	0
유치하고 오글거리고 억지스럽다. 배우들이 가지고 있는 매력마저 빼앗아버리는 마력의 영화!	0
사진이없어서안좋네요	0
"평점이 높은 이유는? 지금 오씨엔시리즈에서 하고있는데, 진짜 재미없다."	0
이해 불가재미 없어가족을 찾아야지 뭔 뻘짓을 하는지	0
주성치가 이런 실수를..주성치의 최고졸작!	0
생각없이 급조한 영화....cg도배보다 각본에 더 신경써야...	0
쓰레기	0
에휴	0
에휴...	0
재밋게시작해서 완전개판오분전이네ㅡㅡ 한재석은 완전 이용해먹고 결말진짜똥이다 보는시간이아깝네	0
일본식 억지 상징 맞춤 러브 스토리.	0
어이가 없다. 홍보에 속아서 이건 학원물도 아니고 씨발 성적 소수자 예우냐? 그 성 지키려고 선생들을 창문에 박아버리냐? 그건 다 용납되냐? 별 시덥지도 않은 영화 속아서 끝나기 삼십분전에 꺼버렸네. 어이가 없다.	0
속편으로 3류영화인증 제대로.. 영화셋트 돈들인게 아까워 대충하나 더 찍어낸영화	0
이건뭐 사람이 죽었는데 얘들이 참 대담하게 얘기나누고 있고 옷도 갈아입지 않나 좀 쌩뚱맞음	0
이건 뭐지 쩝쩝 별루 별루 별루다	0
억지반전으로 인해 치명적으로 영화를 망쳤다. 개연성이 너무 떨어져서 많이 아쉽다. 이런식으로 뜬금반전은 영화의 완성도를 떨어뜨린다. 주인공 주변인물이 다 테러리스트라고? 요원이란놈이 이걸 모르다니...	0
영화 안봐도 뻔하다 ㅉㅉ 액티비티보다 못하다는 말이 나올정도면...	0
영화가 적당히 어려워야지 이건 뭐 일부러 관객 혼란시키려고 작정한 것같네.	0
미장센은 훌륭하나 전체적으로 느슨한 내러티브가 지루함을 느끼게 한다.	0
뭔가 어설픈 영상.... 우리 나라영화가 훨씬 더 퀄리티 있다.	0
원작을 안보고 봐서 그런지 몰입도가 떨어짐	0
"식상한 소재, 느린 전개.. 임펙트 없는 클라이막스..말이 필요없는 시간 아까운 삼류"	0
이건좀 심한거 아냐...오늘 봤는데...이렇게 대놓고 베낄수가 있냐..ㅡㅡㅋ.	0
닌해하다?>	0
전지현때문에 본영화인데 최악이죠윽	0
영화 꼬라지 하고는~ㅉㅉ	0
"재미는 있음...문제는 정말 재미만 있다는 것.의외로 아주 불쾌하고,소름 끼치는 영화.기계주인이,잔디깍는 기계앞에 알아서 쳐 드러눕는 대목에 이르면,감독한테 자살 바이러스를 전염시키고 싶다.8미리 카메라로,제 머리를 제가 내리치는 거지.아니면,파나비전"	0
모든 남자가 다 이런건 아님....추잡한 영화	0
"완전 재미없음 한두번 피식했지, 개그내용이 대부분 바보를 지나쳐 개념없고 더러운 개그임"	0
그냥 한번은 봐줄만한데 두번은 정말 보기싫다..주인공은이뻤다	0
하루에 한편씩 장르를 초월해 영화 보는사람이지만 불편해서 못보겠다	0
난 너무 정신없고 재미없었음.	0
콜린퍼스 보려고 틀었다가...개낭패..시나리오 작가 뭐했어?	0
애국마캐팅으로 잡은기회를 놓지고싶지않겠지 꿈에서깨라 미친감독아 당신역량은 바닥수준이다 전작을봐도답나온다 앞으로도 노기대	0
지금 슈퍼액션에서 해주는거 보고있는데ㅡㅡ광고중이라 지금 평점쓸게이나영 진짜 너무한거 아니야? 연기를하는거야마는거야 연기때려쳐라진짜 패고싶다ㅡㅡ영화망쳐서	0
이영화이후로 산드라블록 꼴도보기싫어졌다. 쓰레기중의쓰레기 개발연기	0
쉿! 아무말도 하지마세요..	0
시작부터 틀려먹었다.드물게 오프닝부터 실소만 나오는 몇 안되는 졸작.	0
정말 재미없게 만든 졸작. 게다가 영국발음 흉내 못내는 조니뎁이 듣기싫게 말도 많이 하니깐 짜증을 유발시킴.	0
헐. . . 말도안되는 . . .	0
있을수 있는 일이지만 전개하는 과정은 정말로 뒤로 갈수록 짜증이 폭발하는 영화	0
이제 제발 이런 뻔한 액션물은 그만 나왔으면 좋겠다.	0
"핵가족의 붕괴를 이야기하고자도 아니고, 문란한 성생활을 이야기하고자도 아니고, 무슨말이 하고싶은거니? 만약 이 둘을 이야기하고 싶었던거라면 감독은 두번다신 영화찍으면 안될듯"	0
뻔한 미국식 애들 영화. 식상식상식상.	0
킥복싱과 복싱 웃긴다 엽문1은 잼나드만 2는 어거지네	0
저예산이라도 이런 영화는 나오면 안될듯 싶네요 한국영화의 퇴보!	0
후....내 조로리 어디갔나요	0
눈 뜨고는 봇수없는 영화비슷한 영화로 강변부인 채팅부인 다운됐네가 있음	0
생구라 좆쳐발라라 이게 무슨 2편이냐 ㅋㅋ	0
예전 영화라 그런지 완죤 재미없는디...	0
쓰레기	0
어깨 너머로 성투사 성시(세인트세이야)깨나 훔쳐 본 후에 어줍잖은 솜씨로 끼적끼적.	0
김지운 이름 세글자없으면 누가 쳐다볼까	0
1편재밌게봤는데 이건뭐임	0
이 영화 코미디라면서?	0
알바는꺼저라	0
다문화 조장......	0
에고... 뭔가 보여줄것만 같다가 끝나버리는 영화	0
개연성이부족해서 이해하는건둘째치고 보는내내 혼란스러웠고...원인과결과가 너무 불투명한 애니엿어요 그래서 이입하기 힘들엇고요 의도랑 신선한 아이디어는좋았지만 너무 대책없이 뜨꿈없는 전개땜에 많이아쉽네요	0
이은주만 기억에 남는다.	0
진짜 해도해도 너무한 영화. 이걸 돈주고 본게 정말 치욕적이다	0
bad	0
"한껃 무시할 마음으로 보다가 생각보다 잘만들어서 놀라고, 후반부에 늘어지는 진행으로 놀란다. 그런데 그 진행이 생각보다 원작을 절묘하게 따른다. 연출은 8점을 줘도 되고 배우들 연기도 전혀 어색하지 않다 7점 줄 수 있다."	0
나오미는 좋은 배우인데...극장 개봉작인가요??	0
주연이나 조연이나...	0
블루팀돈먹였나보네ㅋ일단효연유리???애네둘이심사할자격이라도되냐??레드팀마스터들이 더월등하고ㅈ댄더들 스킬면 기술면 창조성도 레드윙스댄서들이 더 월등인데 댄싱9보면 엄청 편파적임 에스엠한테돈을 먹였는지아니면 블ㅈ루안이한테돈을 받아쳐먹었는지 걍 보면답답한프로	0
일점머겅 일점머겅!!!	0
드럽게 재미없었음.	0
여자 폐하라는 사람은 꼭 바뀐애를 보는 듯한 이 느낌은 뭐지???	0
내용너무 질질끈다.. 맨날 잘못했어요만 하고... 장채리 눈 안보이는거 쇼하는것일듯... 작가가 내용구상이 머리에 없으니.. 전개도안하고 매일 에피소드로 우려먹지...	0
ㅈㄴ 재미없네.1점준 쓰레기중 한국영화 죄다 8~10점주는 M창있네	0
이것보다 스승의 은혜(영화)를 보시는게 더 나을듯	0
성장영화라지만 열라재미없다	0
너무질질끌고결국막장드라마로가는게질리게만드네요	0
와..진짜 욕나옴..난 집에서봤는데 극장가서본사람들은 돈개아까울듯	0
이걸보고 배터지게 웃었다니 가능한일인가? 영화는나쁘지않았지만 평점이 너무높아서 1점	0
"전재산이라고 해봐야 달랑29만원뿐인,전두환장군의 며느리로 들어간 박상아...뭘믿고?"	0
'징기스칸'이 아니라 '칭기즈칸'이 외래어 표기법에 맞습니다.	0
그녀의 옳지않는 삶을 지켜보는 이를 거부감을 느끼게한다	0
이번드라마는 좀지겨운느낌이드네요 솔약국집작가님 맞나?할정도로~ 캐릭터도 분야별로 너무 극단적인 설정으로 보는내내 안타카운마음이 드네요~ 그렇다고마음이따뜻해지는 부분이 있는것도 아니고~ 연속되는갈등에 마음이무겁습니다~ 그럼수고하세요	0
뒤로갈수록 옹박이된다......	0
"별10점준사람,분명히 이영화 만든사람중 한사람이겠지."	0
보고나서 꽤 허탈하지만 이정도 막장 평가 받을 영화는 아닌듯	0
재밌을거같은데 볼수있는곳이 없네요	0
시작부터 지루하다 드라마 야인시대가 백배낮다	0
의지가 부족하다 1점	0
never watch this movie...it's the trash...	0
밀리면 안됀다 방어율 1점대 고수~~	0
밥은 먹고 다니냐.	0
평점 1점이상 분들은 알바생인가.....	0
이게 무슨 평점이 이렇게 높아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대단들	0
"연출된 인간극장, 픽션이길 포기한 픽션."	0
장르가 코미디였더라면 평점을 더 줬을 텐데.. 결국 감독은 제이슨의 편이었나?	0
영화 존나 난해하네....	0
에로영화 영화보다 스톨가 더 엉성...	0
흠.... 요즘엔 성기노출은 별거아님... 다만 재미가 문제지...	0
뭘 말하려고 한거지 긴장감도 없고 볼만한 뭔가도 없고 왜 만든거지 엉뚱한 호기심 갖지 마라고	0
이러니 저러니 해도 불륜일 뿐.. '마누라가 몇 명이야??'	0
레지블6 기대하지말고 보게할라고 밑장빼는거보소.... 5는 처음 5분 마지막 10분 보시면 됩니다	0
?설마다큐일줄이야.. 어려서 재미는못느낌 ㅠㅠ 보다 자고 그냥나옴;ㅠ	0
별로다...솔직히.....	0
5분보다 좌절했다....	0
80년대다	0
"1이 기대치를 너무 높여놔서 그런지 핵노잼 노답. 답답한 민폐 캐릭터가 너무 많고, 뭔 소설인가 대사가 너무 심하게 길고 많다."	0
ㅋㅋㅋ어이쿠 제목부터포스가 ㅋㅋㅋㅋ	0
이거보면 OO ㅡㅡ;	0
호화캐스팅.지루한전개 한마디루 별루였음	0
"냉정하게 평가하겠다. 폭력써클, 바람, 말죽거리 잔혹사 등 학원물의 기본틀에서 벗어나지 못했고 짜임새가 매끄럽지 못하다. 마지막 엔딩에서 그래서 주인공하고 여자애하고 어찌됬는데? 이 생각뿐"	0
정말 지루합니다. 아이바 나가자고 해서 힘들었습니다	0
예수 믿는 사람 아직도 있나?	0
와 심하다 너무 지루하다	0
지루하고 연기도 별로고 스토리도 구리다	0
김효진의 노출과 몸을던진 연기가 감독의 한낱 만족에 불과한 느낌.감독 정말 짜증이다.	0
일본인 특유 오바하는 종특이 별로다...무슨 그렇게 대단한 의미가 있을거라고 기대하는 팬이나 거기에 맞출려고 발버둥치는 제작진들의 모습이 보인다	0
저도..글쎄요..하다만 이야기 같음..	0
대왕의 개꿈	0
인간이 문제지.. 소는 뭔죄인가..	0
그저 뛰어난 기교로 미화된 막장 불륜 드라마일뿐 그 이하 그 이상도 아니다.	0
하아..흠흠...별로	0
아오이 유우로 시작해서 아오이 유우로 끝나는 영화. 일본 대표적인 우익이라는 거~	0
좋은 원작도 겉멋이 과하면 이렇게 된다.	0
평점이 너무 후한데.....죽음을 코미디로 전락시켜버린 드라마....	0
나는 나쁘지 않게 봤다만 대부분의사람들은 뭔가 있어보이면 명작이라고 칭송한단 말이지 니들이 이해못해서 재미없다고 하는 정신승리를 곁들여 말이야 연출은 참신했으나 복선이 진부하고 각 플롯마다 연관성이 부족했다 뭐 이것도 감독이 설계했다하면 할말 없겠지만	0
추사랑네는 그만 하차합시다 너무컷구 식구들위주로나오구 아이들 나오는거지 추성훈시합은 왜나오는거죠.. 별로 궁금하지도않구 경기하는 모습이나오니 좀 그렇더라구요	0
"감독의 전작이 이 영화의 퀄리티를 보여준다 상사부일체,꿈은 이루어진다등등;;;; 일반인 수준의 연출력이다"	0
내용이 조금 지루한 감이 없자나 있네요 설정은 좋은데 독립영화임을 절실히 보여주는거 같네요	0
살다살다 영화 보다가 끈적은 처음.. 샤크테일보다 더하네	0
요원은 심은하가 될수 있었다. 그러나 서프라이즈와 아프리카의 압박이...	0
제가 이상한건가요.. 윗분말대로 작화빼곤 평점9점은 오바인거같은데 개연성도없고 작가가 의도한 주제를 표현하기에 너무 필요없는 내용들이 들어간거같음. 서핑하는 여자애는 왜 나온건지; 무슨 의도를 갖고 나온지 모르겠음	0
이게 한쿡영화의 현실이다	0
지루햇어ㅠㅠ졸려죽는줄 알았어열''	0
뭐냐 이게 만화도 아니고 에효	0
